urgency,subject
0,"[Ip-health] ] Nathan, Aligning pharmaceutical innovation with medical need"
0,[Ip-health] 15th WHO EML out now.
0,[Ip-health] Anbumani Ramadoss threatens compulsory license for Glivec
0,"[Ip-health] GPhA press release: ""Lower Priced Drugs Act"" to Improve Patient Access  to Generic Medicines"
0,[Ip-health] New Scientist: Making Poor Nations Pay for Drugs
0,[Ip-health] REMINDER: Sign on to Abbott letter from clinicians and researchers
0,[Ip-health] Summer F/T Position- Universities Allied for Essential Medicines
0,[Ip-health] UC Berkeley & Columbia: Role of Universities & Access to Medicines
0,[KJ][PATCH]readdir.c-kzalloc
0,[LH] heard some kate
1,[perl #39063] [TODO] ResizableBooleanArray uses 64 bytes per bit of information 
1,[perl #39784] Make Parrot's default namespace be untyped 
1,[perl #39851] [BUG] .HLL doesn't reset the .namespace 
1,[perl #41894] segfault happens when invoking poll op 
1,[perl #42508] [CAGE] cleanup pmc null tests 
1,[perl #42509] [PATCH] Quiet some warnings under -ansi -pedantic 
1,[perl #42510] Move main() Out of compilers/imcc/main.c 
1,[perl #42533] [TODO] do not check PIR coda for languages/dotnet/src/builtins.pir 
1,[perl #42536] build error on Linux 2.6.9-023stab041.3-smp 
1,[perl #42547] [PATCH] fix segfault by implementing init() in Object.pmc 
1,[perl #42548] [PATCH] reversed logic in Object.can() 
0,[R]  factorial modeling of correlation matrices
0,[R]  priceIts and yahoo
0,[R] adjusting a power model in R
0,[R] collaboration
0,[R] correlation between multiple adjacency matrix graphs
0,[R] Does the smooth terms in GAM have a functional form?
0,[R] Export multiple data files as gpr-files
0,[R] Expression for pedices
0,[R] Fit sem model with intercept
0,"[R] Fit sem: problem of 'Error in solve.default(C[ind,  ind]) : Lapack routine dgesv: system is exactly singular.'"
0,[R] Hotelling T-Squared vs Two-Factor Anova
0,[R] How to find a uniroot of a deriv function
0,[R] How to lower the 'miniFactor' when using nls( ) function?
0,[R] indexing a subset dataframe
0,[R] labels cut partially on hist
0,[R] langage R
0,[R] mac ghostscript help
0,[R] Marginal Effects from GLM
0,[R] MySQL query and character set
0,[R] newbie rgl (3d interacting plotting) question
0,[R] nls.control( ) has no influence on nls( ) !
0,[R] Problem with predict in systemfit
0,[R] Question for install Rapache package.
0,[R] rimage and fftw header problem
0,[R] Scatterplot with row.names
0,[R] Scott&Knot test
0,[R] Simplify simple code
0,[R] software comparison
0,[R] Subject: useR! 2007 --- programming competition
0,"[R] unable to find inherited method for function ""edges"", 	for signature ""ugsh"", ""missing"""
0,[R] Unsubscription Confirmation
0,[R] Use estimated non-parametric model for sensitivity analysis
0,[R] Windows Vista issues
0,[Slashdot] Headlines for 2007-04-14
0,[Slashdot] Headlines for 2007-04-15
0,[Slashdot] Headlines for 2007-04-16
0,[Slashdot] Stories for 2007-04-14
0,[Slashdot] Stories for 2007-04-15
0,[Slashdot] Stories for 2007-04-16
0,"[sugar] Anyone in the Seattle, WA USA area with an XO?"
0,"[sugar] Cairo tile engine, 	and accessing 565 buffers from cairo and C"
0,[sugar] DBus .service files
0,[sugar] dbus-glib RPMs
0,[sugar] Dependency Handling in the Journal
0,[sugar] eBook software
0,[sugar] path + emulator
0,[sugar] Running from the source directory
0,[svn:parrot-pdd] r18212 - trunk/docs/pdds/draft
0,[svn:parrot-pdd] r18213 - trunk/docs/pdds
0,[svn:parrot-pdd] r18216 - in trunk: docs docs/pdds/draft lib/Parrot src src/jit/i386 src/jit/sun4 t/tools
0,[svn:perl6-synopsis] r14373 - doc/trunk/design/syn
0,[svn:perl6-synopsis] r14374 - doc/trunk/design/syn
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,=?utf-8?Q?New_TopCoder=C2=AE_Studio_contest_posted?=
0,48 Hours E-mail Alert
0,5 killed as heavy storms thunder eastward
0,60 Minutes E-mail Alert
0,A question about Timeout
0,accede: Dictionary.com Word of the Day
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,"April 16, 2007"
0,BSD & MIT licenses compatible?
0,Build status as of Mon Apr 16 00:00:02 2007
0,Build status as of Sat Apr 14 00:00:02 2007
0,Build status as of Sun Apr 15 00:00:02 2007
0,"Cabot Wealth Advisory 4/14/07  -  Easy To Begin, Impossible To Finish"
0,cavort: Dictionary.com Word of the Day
0,CBS Evening News with Katie Couric E-Mail Alert
0,CBS SportsLine Daily Sports Report
0,CBS SportsLine Daily Sports Report
0,CBS SportsLine Daily Sports Report
0,CGI.pm renaming (was Re: CGI Session management (was Re: the CGI.pm  in Perl 6))
0,"cifs vs. nfs ""chattiness"""
0,Claims of Responsibility
0,CNN Alerts: bush
0,CNN Alerts: bush
0,CNN Alerts: bush
0,CNN Alerts: bush
0,CNN Alerts: bush
0,CNN Alerts: bush
0,CNN Alerts: bush
0,CNN Alerts: My Custom Alert
0,CNN.com Daily Top 10
0,Coming Up on a Special Edition of Reliable Sources
0,Configure.pl:  Question about block calling arrot::Configure::runstep()
0,confusing perl module path
0,congratulations to all Debian  contributors
0,ctdb shortcut locking
0,Dealing with Federal Inaction on Illegal Immigration
0,Debian 4.0 Speakup iso is up
0,DECTalk Express driver
0,encoding string
0,Executing Perl 6 code using PIR backend
0,File test operators as Pairs
0,FNC Alert
0,FNC Alert
0,"FOXNews.com CEO NewsBrief - April 13, 2007"
0,Fun Stats from sloccount
0,Google Alert - bush
0,Google Alert - bush
0,Google Alert - bush
0,How to insert an array in to the middle of another array after a certain pattern
0,http://www.samba.sernet.de/vl/bzr/3_0-ctdb/
0,Imus & Rutgers Women: Face to Face
0,Information for Napster
0,"Information for Netflix, Inc."
0,Information for NTELOS Holdings Corp.
0,Information for SatCon Technology Corporation
0,Jigdo-* fields useless ?
0,just one more test
0,"Market, bridge bombings kill dozens in Iraq"
0,mol
0,"MSN-list Digest, Vol 7, Issue 89"
0,"MSN-list Digest, Vol 7, Issue 90"
0,"MSN-list Digest, Vol 7, Issue 91"
0,New SEC Document(s) for ONEOK Inc.
0,News & Views | 04.13.07
0,News Summary
0,News Summary
0,News Summary
0,Nor'easter pounds New York and East Coast
0,odd messages I get in fedora core 6 and subgestion for installation 	how to
0,One week only: 20% off Lavender
0,ot: ubuntu development
0,Paulson: Economy to grow this year
0,PDD15 implementation status
0,PE Today: Soldiers Vs. Imus
0,"Power Trading Master Agreements  June 14 2007 Chicago;  July 20, Houston"
0,Problem using $1 in substitution command
0,Re: [cc-community] Does BY-SA extend to a newspaper?
0,Re: [cc-devel] My SoC project was accepted!
0,Re: [cc-devel] SoC Congratulations!
1,Re: [perl #38887]  Result of INFINITY or NAN stringification is platform dependent
1,Re: [perl #41894] segfault happens when invoking poll op
1,Re: [perl #41894] segfault happens when invoking poll op
1,Re: [perl #41894] segfault happens when invoking poll op
1,Re: [perl #41894] segfault happens when invoking poll op
1,Re: [perl #42430] [PATCH] make :vtable imply :method
1,Re: [perl #42430] [PATCH] make :vtable imply :method
1,Re: [perl #42509] [PATCH] Quiet some warnings under -ansi -pedantic
1,Re: [perl #42509] [PATCH] Quiet some warnings under -ansi -pedantic
1,Re: [perl #42509] [PATCH] Quiet some warnings under -ansi -pedantic
1,Re: [perl #42509] [PATCH] Quiet some warnings under -ansi -pedantic
1,Re: [perl #42510] Move main() Out of compilers/imcc/main.c
1,Re: [perl #42547] [PATCH] fix segfault by implementing init() in  Object.pmc
0,Re: [R] apply problem
0,Re: [R] apply problem
0,Re: [R] Does the smooth terms in GAM have a functional form?
0,Re: [R] Expression for pedices
0,Re: [R] Fit sem model with intercept
0,Re: [R] Fit sem model with intercept
0,"Re: [R] Fit sem: problem of 'Error in solve.default(C[ind, 	ind]) : Lapack routine dgesv: system is exactly singular.'"
0,Re: [R] Fractals with R
0,Re: [R] Hotelling T-Squared vs Two-Factor Anova
0,Re: [R] Hotelling T-Squared vs Two-Factor Anova
0,Re: [R] How to find a uniroot of a deriv function
0,Re: [R] indexing a subset dataframe
0,Re: [R] indexing a subset dataframe
0,Re: [R] installing new packages
0,Re: [R] labels cut partially on hist
0,Re: [R] labels cut partially on hist
0,Re: [R] labels cut partially on hist
0,Re: [R] mac ghostscript help
0,Re: [R] MySQL query and character set
0,Re: [R] MySQL query and character set
0,Re: [R] nls.control( ) has no influence on nls( ) !
0,Re: [R] nls.control( ) has no influence on nls( ) !
0,Re: [R] Question for install Rapache package.
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] Reasons to Use R (no memory limitations :-))
0,Re: [R] Reasons to Use R (no memory limitations :-))
0,Re: [R] Relative GCV - poisson and negbin GAMs (mgcv)
0,Re: [R] Repeated Measures design using lme
0,Re: [R] replicates in repeated ANOVA
0,Re: [R] replicates in repeated ANOVA
0,Re: [R] sas.get problem : the saga continues.
0,Re: [R] sas.get problem : the saga continues.
0,Re: [R] sas.get problem : the saga continues.
0,Re: [R] sas.get problem : the saga continues.
0,Re: [R] sas.get problem : the saga continues.
0,Re: [R] Scatterplot with row.names
0,Re: [R] Simplify simple code
0,Re: [R] Simulated annealing using optim()
0,Re: [R] stacked histograms
0,"Re: [R] unable to find inherited method for function ""edges"", 	for signature ""ugsh"", ""missing"""
0,Re: [R] Windows Vista issues
0,Re: [R] Windows Vista issues
0,Re: [R] Windows Vista issues
0,Re: [S03] Negation metaoperator
0,Re: [Samba] Re: Win32 services management?
0,Re: [Samba] Re: Win32 services management?
0,"Re: [sugar] Cairo tile engine,  and accessing 565 buffers from	cairo and C"
0,"Re: [sugar] Cairo tile engine, 	and accessing 565 buffers from	cairo and C"
0,Re: [sugar] DBus .service files
0,Re: [sugar] DBus .service files
0,Re: [sugar] DBus .service files
0,Re: [sugar] DBus .service files
0,Re: [sugar] Dependency Handling in the Journal
0,Re: [sugar] Dependency Handling in the Journal
0,Re: [sugar] eBook software
0,Re: [sugar] eBook software
0,Re: [sugar] eBook software
0,Re: [sugar] eBook software
0,Re: [sugar] eBook software
0,Re: [sugar] path + emulator
0,Re: [sugar] path + emulator
0,Re: [sugar] Write Activity.
0,Re: Bandwidth Generated
0,Re: Bandwidth Generated
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BSD & MIT licenses compatible?
0,Re: BUG 4063: strptime() for libreplace
0,Re: Can mysql-nonfree be resurrected?
0,Re: CGI.pm renaming (was Re: CGI Session management (was Re: the  CGI.pm in Perl 6))
0,Re: CGI.pm renaming (was Re: CGI Session management (was Re: the  CGI.pm in Perl 6))
0,Re: CGI.pm renaming (was Re: CGI Session management (was Re: the  CGI.pm in Perl 6))
0,Re: CGI.pm renaming (was Re: CGI Session management (was Re: the CGI.pm in Perl 6))
0,"Re: cifs vs. nfs ""chattiness"""
0,"Re: cifs vs. nfs ""chattiness"""
0,Re: Configure.pl:  Question about block calling  arrot::Configure::runstep()
0,Re: Configure.pl:  Question about block calling arrot::Configure::runstep()
0,Re: confusing perl module path
0,Re: confusing perl module path
0,Re: congratulations to all Debian  contributors
0,Re: congratulations to all Debian  contributors
0,Re: congratulations to all Debian  contributors
0,Re: congratulations to all Debian contributors
0,Re: console apps for playing swf
0,Re: console apps for playing swf
0,Re: ctdb shortcut locking
0,Re: ctdb shortcut locking
0,Re: ctdb shortcut locking
0,Re: ctdb shortcut locking
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist 	thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
0,Re: Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist	thread
0,Re: DECTalk Express driver
0,Re: DECTalk Express driver
0,Re: DECTalk Express driver
0,Re: encoding string
0,Re: Enum
0,Re: Enum
0,Re: Executing Perl 6 code using PIR backend
0,Re: File test operators as Pairs
0,Re: File test operators as Pairs
0,Re: File test operators as Pairs
0,Re: File test operators as Pairs
0,Re: Fun Stats from sloccount
0,Re: How to insert an array in to the middle of another array after  a certain pattern
0,Re: http://www.samba.sernet.de/vl/bzr/3_0-ctdb/
0,Re: inappropriate use of Debian Official Use Logo (Re: Hinner EDV: 	Correct Logo Usage?)
0,Re: Jigdo-* fields useless ?
0,Re: Limiting Exported Symbols on GCC
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: Logo trademark license vs. copyright license
0,Re: modifying classes after they're instantiated
0,Re: mol
0,Re: msdfs and AD troubles
0,Re: msdfs and AD troubles
0,Re: msdfs and AD troubles
0,Re: next etch net-install cd
0,Re: OT:  mutt question
0,Re: PDD15 implementation status
0,Re: PDD15 implementation status
0,Re: PDD15 implementation status
0,Re: PDD15 implementation status
0,re: Re: Using a Regex object
0,Re: Redistribution with multiple licenses
0,Re: Redistribution with multiple licenses
0,Re: Redistribution with multiple licenses
0,Re: Redistribution with multiple licenses
0,Re: Redistribution with multiple licenses
0,Re: Redistribution with multiple licenses
0,Re: Regexp: s/<at($pos)>/$str/ should replace or add?
0,Re: Regexp: s/<at($pos)>/$str/ should replace or add?
0,Re: Removing lines
0,Re: Removing lines
0,Re: Removing lines
0,Re: Rename desktop-base ?
0,Re: Rename desktop-base ?
0,Re: Request for GR: clarifying the license text licensing / freeness issue
0,Re: Request for GR: clarifying the license text licensing/freeness issue
0,Re: Request for help in checking GPL-compatibility
0,Re: Request for help in checking GPL-compatibility
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Should a dirhandle be a filehandle-like iterator?
0,Re: Soundcard works for one account but not others
0,Re: Soundcard works for one account but not others
0,Re: Soundcard works for one account but not others
0,Re: Soundcard works for one account but not others
0,Re: svn commit: samba r22202 - in 	branches/SAMBA_3_0/source/nsswitch: .
0,Re: svn commit: samba r22212 - in branches: 	SAMBA_3_0/source/libsmb SAMBA_3_0_25/source/libsmb
0,Re: svn commit: samba r22214 - in 	branches/SAMBA_3_0/source/nsswitch: .
0,Re: Thinkpad Saga Continues
0,Re: Thinkpad Saga Continues
0,Re: Thinkpad Saga Continues
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: Uninstalling perl module
0,Re: VmWare
0,Re: VmWare
0,Re: VmWare
0,Re: VmWare
0,Re: VmWare
0,Re: VmWare
0,Re: VmWare
0,Re: What should file test operators return?
0,Re: What should file test operators return?
0,Re: What should file test operators return?
0,RE: wine and speakup
0,Re: wine and speakup
0,Re: wine and speakup
0,Re: wine and speakup
0,Re: wine and speakup
0,refractory: Dictionary.com Word of the Day
0,Regexp: s/<at($pos)>/$str/ should replace or add?
0,Removing lines
0,Removing lines
0,Request for GR: clarifying the license text licensing / freeness issue
0,Request for help in checking GPL-compatibility
0,Rev 104: merge from ronnie in http://samba.org/~tridge/ctdb
0,Rev 105: merge from ronnie in http://samba.org/~tridge/ctdb
0,"Rev 106: added --dblist option to ctdbd, 	to allow list of databases to be specified on the command line in 	http://samba.org/~tridge/ctdb"
0,Rev 107: - fix includes to work in both samba4 and ctdb standalone 	in http://samba.org/~tridge/ctdb
0,Rev 108: merge CTDB_SRVID_ALL patch from Samba4 in 	http://samba.org/~tridge/ctdb
0,Rev 109: pull out common command line code for tests into 	tests/cmdline.c in http://samba.org/~tridge/ctdb
0,Rev 110: merged from samba4 in http://samba.org/~tridge/ctdb
0,Rev 111: this is a demonstration of an idea for handling locks in 	ctdb. in http://samba.org/~tridge/ctdb
0,Rev 5357: add some comments in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,"Rev 5358: fix segfault due to missing ""static"" - thanks Volker! in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/"
0,Rev 5359: remove unneeded declaration of global variable (code 	using it moved to in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Rev 5360: correct one indentation in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,"Rev 5361: Make ""include = registry"" effective (only in global 	section): in http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/"
0,Rev 5362: update todos in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Rev 5363: merge from upstream in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Should a dirhandle be a filehandle-like iterator?
0,Silver Birch wins Grand National
0,Soundcard works for one account but not others
0,speakup modified etch install
0,Special Prices Ending Soon
0,Stock Quote Notification for Napster
0,"Stock Quote Notification for Netflix, Inc."
0,Stock Quote Notification for NTELOS Holdings Corp.
0,Stock Quote Notification for ONEOK Inc.
0,Stock Quote Notification for SatCon Technology Corporation
0,svn commit: samba r22209 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
0,svn commit: samba r22210 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
0,svn commit: samba r22211 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
0,svn commit: samba r22212 - in branches: SAMBA_3_0/source/libsmb 	SAMBA_3_0_25/source/libsmb
0,svn commit: samba r22213 - in branches/SAMBA_3_0/source: lib smbd
0,svn commit: samba r22214 - in branches/SAMBA_3_0/source/nsswitch: .
0,svn commit: samba r22215 - in 	branches/SAMBA_4_0/source/lib/replace: . test
0,svn commit: samba r22216 - in branches/SAMBA_4_0/source: 	lib/replace lib/replace/test torture/local
0,svn commit: samba r22217 - in 	branches/SAMBA_4_0/source/lib/replace/system: .
0,svn commit: samba r22218 - in 	branches/SAMBA_4_0/source/lib/replace: .
0,svn commit: samba r22219 - in 	branches/SAMBA_3_0_25/source/lib/replace: .
0,svn commit: samba r22220 - in branches/SAMBA_3_0_25/source: . 	lib/replace lib/replace/system lib/replace/test
0,svn commit: samba r22221 - in branches/SAMBA_3_0/source: . 	lib/replace lib/replace/system lib/replace/test
0,svn commit: samba r22222 - in branches/SAMBA_4_0: .
0,svn commit: samba r22223 - in 	branches/SAMBA_4_0/source/lib/replace/test: .
0,svn commit: samba r22224 - in 	branches/SAMBA_3_0/source/lib/replace/test: .
0,svn commit: samba r22225 - in 	branches/SAMBA_3_0_25/source/lib/replace/test: .
0,svn commit: samba r22226 - in branches/SAMBA_4_0/source/lib: 	ldb/include replace util
0,svn commit: samba r22227 - in 	branches/SAMBA_3_0/source/lib/replace: .
0,svn commit: samba r22228 - in 	branches/SAMBA_3_0_25/source/lib/replace: .
0,svn commit: samba r22229 - in 	branches/SAMBA_3_0/source/lib/ldb/include: .
0,svn commit: samba r22230 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
0,svn commit: samba r22231 - in 	branches/SAMBA_4_0/source/cluster/ctdb: . common direct ib 	include tcp tests
0,svn commit: samba r22232 - in 	branches/SAMBA_4_0/source/cluster/ctdb: . common include
0,svn commit: samba r22233 - in 	branches/SAMBA_4_0/source/script/tests: .
0,svn commit: samba r22234 - in 	branches/SAMBA_4_0/source/cluster/ctdb: . tests
0,svn commit: samba r22235 - in branches/SAMBA_4_0: 	source/script/tests testprogs/blackbox
0,svn commit: samba r22236 - in branches/SAMBA_4_0/source: 	heimdal_build lib/socket_wrapper
0,svn commit: samba r22237 - in 	branches/SAMBA_4_0/source/cluster/ctdb: .
0,svn commit: samba r22238 - in 	branches/SAMBA_4_0/source/heimdal_build: .
0,svn commit: samba r22239 - in 	branches/SAMBA_4_0/source/lib/replace/test: .
0,svn commit: samba r22240 - in 	branches/SAMBA_3_0/source/lib/replace/test: .
0,svn commit: samba r22241 - in 	branches/SAMBA_3_0_25/source/lib/replace/test: .
0,svn commit: samba r22242 - in branches/SAMBA_4_0/source/smbd: .
0,svn commit: samba r22243 - in 	branches/SAMBA_4_0/source/lib/replace/test: .
0,svn commit: samba r22244 - in 	branches/SAMBA_3_0/source/lib/replace/test: .
0,svn commit: samba r22245 - in 	branches/SAMBA_3_0_25/source/lib/replace/test: .
0,svn commit: samba r22246 - in 	branches/SAMBA_4_0/source/lib/replace/test: .
0,svn commit: samba r22247 - in 	branches/SAMBA_3_0/source/lib/replace/test: .
0,svn commit: samba r22248 - in 	branches/SAMBA_3_0_25/source/lib/replace/test: .
0,svn commit: samba r22249 - in branches/SAMBA_3_0/source: . lib
0,svn commit: samba r22250 - in 	branches/SAMBA_4_0/source/lib/replace: .
0,svn commit: samba r22251 - in 	branches/SAMBA_3_0_25/source/lib/replace: .
0,svn commit: samba r22252 - in 	branches/SAMBA_3_0/source/lib/replace: .
0,svn commit: samba r22253 - in 	branches/SAMBA_4_0/source/lib/replace/test: .
0,svn commit: samba r22254 - in 	branches/SAMBA_3_0/source/lib/replace/test: .
0,svn commit: samba r22255 - in 	branches/SAMBA_3_0_25/source/lib/replace/test: .
0,svn commit: samba-docs r1098 - in trunk: manpages-3 smbdotconf/base 	smbdotconf/ldap smbdotconf/locking smbdotconf/logon 	smbdotconf/misc smbdotconf/security smbdotconf/winbind
0,TCO Round 2
0,test please ignore
0,"The CNN Political Ticker PM, Friday, April 13, 2007"
0,This Week in Health
0,Tracy Smith: Love Is On The Air
0,try this
0,Two die in UK helicopter crashes
0,ubuntu live CD and software speech
0,Valerie Bertinellis Fight to Lose Weight
0,VmWare
1,WARNING - Linux and ThinkVantage's Rescue & Recovery
0,Weekend Edition | 4.14-4.15
0,We'll have Jackie Robinson's reflections on race and dignity from his unlikely pen pal...tonight on the CBS Evening News with Katie Couric.
0,William splits from girlfriend
0,wine and speakup
0,Your daily e-mail from the BBC
0,Your daily e-mail from the BBC
